Id,CourseName,CourseNumber,DepartmentCode,CourseDescription,Credits
2527, Computer Architecture II: Microprocessor Programming,2660,COMP,"This course uses microprocessor programming to explore the structure of a CPU and related components. Topics include data representation, central processing unit, arithmetic logic unit, control unit, assembly language concepts, memory segmentation, programming a typical microprocessor (e.g. Intel processors), instruction set architecture-addressing modes and formats, register set, runtime stack, floating point processor. (Prerequisite: COMP-2650). (3 lecture hours and 1.5 laboratory hours a week)",3
2528,"	Advanced Web Design, Construction, and Deployment",2707,COMP,"This course is intended to teach the student about advanced website creation and to give an understanding of some of the technology behind websites, as well as an understanding of emerging web-related technologies. Topics covered will include JavaScript, Style Sheets, Dynamic HTML, XML, XHTML, Web Browser compatibility issues, and how web servers work. (Prerequisite: COMP-2057.) (This course may not be taken to fulfill the major requirements of any major or joint major in Computer Science.) (3 lecture hours a week)",3
2529, Selected Topics,2750,COMP,"Topics may differ from year to year. (Prerequisite: COMP-1000 or MATH-1720, and COMP-1410.) (May be repeated for credit if content changes.) (3 lecture hours or equivalent.)",3
2530, Software Development,2800,COMP,"This is a software development course to advance students' programming skills and to introduce basic software engineering concepts and techniques through practice. Topics for advancing programming skills to be covered include event-driven programming and advanced GUI design, concurrent programming techniques, reflection and inter-process communication. Basic software engineering topics include requirements analysis and design, medium sized project management, and automated software engineering tool development. (Prerequisite: COMP-2120.) (3 lecture hours and 1.5 laboratory hours a week.)",3
2531, Co-op Work Term I,2980,COMP,Supervised experience in an approved career-related setting with a focus on the application of theory and the development of transferable skills. The co-op work experience is designed to provide students with an enriched learning opportunity to integrate academic theory and concepts in an applied setting. (Prerequisite: Student must be enrolled in a co-operative education program. Offered on a Pass/non-Pass basis. Supervised practicum requires the successful completion of a minimum of 420 hours. Students who do not pass the course can not continue in the co-op program.),3
2532,"	Cyber-Ethics",3057,COMP,"A number of key concerns about social welfare in our cyber age will be explored. Law, morality, public policy, and how these both influence and are influenced by the Internet will be examined. This course will critically appraise issues surrounding, but not limited to, free speech, property rights (especially intellectual property), privacy, security, and artificial intelligence. Issues raised by ethical theorists, policy makers, legal experts, and computer scientists will be analyzed in this course. (Prerequisites: COMP-1047 and COMP-2057.) (This course may not be taken to fulfill the major requirements of any major or joint major in Computer Science.)(3 lecture hours a week)",3
2533, Web-Based Data Management,3077,COMP,"This non-major course is intended to teach students how to design and build interactive data-driven Web sites, by extending their knowledge of relevant programming concepts and techniques introduced in COMP-2707, and introducing new tools and techniques. Students will learn advanced use of PHP and MySQL to build objects and “glue” them together using protocols such as JSON, code libraries such as AJAX and jQuery, and learn how to incorporate API’s from Web service providers such as Google Maps. (Prerequisite: COMP-2707). (This course may not be taken to fulfill the major requirements of any major or joint major in Computer Science.) (3 lecture hours a week.)",3
2534, Introduction to Software Engineering,3110,COMP,"This course introduces the fundamental concepts, common principles, and general techniques of software engineering. It discusses the main issues involved in the development life-cycle of nontrivial software systems, including process models, feasibility studies, requirements elicitation and definition, rapid prototyping, design methodologies, verification and validation, and software evolution. Students taking this course are required to work on projects, which are designed to go through the major phases of large-scale software system development. (Prerequisite: COMP-2120 and COMP-2540.)(3 lecture hours a week)",3
2535, Database Management Systems,3150,COMP,"This course will acquaint students with the Basic concepts of Database Systems. The topics covered will include 3-level architecture, introduction to file structures: B-trees, B+ Trees and Hashed files, relational model, relational algebra and calculus, SQL, and database design with Normalization Theory. (Prerequisite: COMP-2540 and COMP-2560 or COMP-2650.) (3 lecture hours a week)",3
2536, Object-Oriented Software Analysis and Design,3220,COMP,"This course builds on the knowledge of object-oriented programming, data structures, systems programming .Students are introduced to object-oriented software analysis and design concepts (such as cohesion and coupling), and design practices currently used in industry , (such as design patterns and refactoring). These concepts and practices will be discussed through case studies and programming exercises.(Prerequisite: COMP-2120 and COMP-2540)(3 lecture hours a week)",3
2537,"	Operating Systems Fundamentals",3300,COMP,"Operating system services, introduction to primary components of multi-programming operating systems, CPU scheduling, concurrent processes, process synchronization and interprocess communication, deadlocks, memory management, file systems, virtual memory, disk scheduling. (Prerequisite: COMP-2120, COMP-2540, COMP-2560, and COMP-2650 or COMP-2660.)(3 lecture hours a week)",3
2538, World Wide Web Information Systems Development,3340,COMP,"This course is designed for people who want to make their data available to others over the Internet. Topics will include WWW authoring, WWW site planning, executable programs that create dynamic documents, the client-server model, multi-tier WWW software architecture, and security aspects. (Prerequisite: COMP-2120 and COMP-2540.) (3 lecture hours a week)",3
2539, Advanced Object Oriented System Design Using C++,3400,COMP,"The main objective of this course is to explore advanced topics of the object oriented paradigm through the use of the C++ programming language. Topics covered include: advanced object oriented design, the use of abstraction to manage complexity, objects and classes, inheritance and class hierarchies, multiple inheritance, operator and method overloading, namespaces and visibility, templates, dynamic binding and virtual functions, exception handling, multi-threading and C++ standard library. In addition, the course will include a practical project, solving a real-life problem, implemented in C++, involving the client/server methodology, and an interface to a database using a graphics toolkit. (Prerequisites: COMP-2120, COMP-2560.) (3 lecture hours a week)",3
2540, Introduction to Multimedia Systems,3500,COMP,"This course provides the student with basic concepts and techniques used in multimedia systems. Topics include: components of multimedia systems (text, audio, and video), media formats and standards, data compression techniques, hypermedia techniques, and authoring tools. (Prerequisite: COMP-2540 and COMP-2650.) (3 lecture hours a week)",3
2541, Introduction to Computer Graphics,3520,COMP,"An introduction to computer graphics hardware and software, interfaces, standards, programming libraries, fundamental algorithms, rendering techniques, and algorithms for 2D and 3D applications. Substantial programming work is vital to this course. (Prerequisite: COMP-2540 and MATH-1250.) (3 lecture hours a week)",3
2542, Theory of Computation,3540,COMP,"Finite Automata, regular expressions and languages; properties of regular languages; context-free grammars and languages; pushdown automata; properties of context-free languages. Introduction to Turing machines; recursive functions; undecidability. (Prerequisites: COMP-2140, COMP-2310 and COMP-2540.) (3 lecture hours a week)",3
2543, Computer Networks,3670,COMP,"This course is an introduction to computer networks and their protocols. Topics include: network architectures, transport, routing, and data link protocols, addressing, local area networks, flow and congestion control, and network security. Examples will be drawn primarily from the Internet (e.g. TCP, UDP, IP) protocol suite. (Prerequisite: COMP-2120, COMP-2540, COMP-2560 and COMP-2650. Recommended corequisite: COMP-3300.)",3
2544, Network Practicum,3680,COMP,"This course will acquaint the students with practical details of network software and hardware. Topics will include design, setup, configuration and implementation of various network functions. (Prerequisite: COMP-3300 and COMP-3670.) (3 lecture hours and 1.5 lab hours a week.)",3
2545,"	Artificial Intelligence Concepts",3710,COMP,"This course covers fundamental concepts in Artificial Intelligence. Topics include informed and uninformed search, problem solving using propositional and first-order logics, knowledge representation and reasoning, plausible and uncertain reasoning, machine learning, ethical implications. An overview of some applied Artificial Intelligence such as natural language processing, planning and agent systems will be included. (Prerequisites:COMP-2540 and (STAT-2910 or STAT-2920) (3 lecture hours a week)",3
2546, Selected Topics,3750,COMP,"Topics may differ from year to year. (Prerequisite: COMP-2120, COMP-2540, and COMP-2560. Additional courses may be required depending upon the subject.) (May be repeated for credit if content changes.)(3 lecture hours or equivalent a week)",3
2547, Selected Topics,3760,COMP,"Topics may differ from year to year. (Prerequisite: COMP-2120, COMP-2540, and COMP-2560. Additional courses may be required depending upon the subject.) (May be repeated for credit if content changes.)(3 lecture hours or equivalent a week)",3
2548," Game Design, Development and Tools",3770,COMP,"This course introduces professional game design and development tools. Students will become proficient in the use of a commercial grade game engine (e.g., Unity3D) and associated scripting/programming languages (e.g., C#) through programming intensive hands-on assignments. Topics may include game design and development concepts such as game objects and game components, game physics and collision handling, basic artificial intelligence, 2D and 3D graphics, textures and shaders, sprite animation, 3D animation, and audio. (Prerequisites: COMP-2540, COMP-2120.) (3 lecture hours a week)",3
2549, Co-op Work Term II,3980,COMP,Supervised experience in an approved career-related setting with a focus on the application of theory and the development of transferable skills. The co-op work experience is designed to provide students with an enriched learning opportunity to integrate academic theory and concepts in an applied setting. (Prerequisite: Student must be enrolled in a co-operative education program. Offered on a Pass/non-Pass basis. Supervised practicum requires the successful completion of a minimum of 420 hours. Students who do not pass the course cannot continue in the co-op program.),3
2550, Software Verification and Testing,4110,COMP,"This course covers fundamental concepts and techniques for software verification and testing. The students will learn through practice the testing process, automated software testing tools, and various test models together with the related test coverage criteria. (Prerequisites: COMP-3110 and COMP-3300.) (3 lecture hours a week)",3
2551, Advanced and Practical Database Systems,4150,COMP,(3 lecture hours a week),3
2552, Mobile Application Development,4200,COMP,"Students taking this course will learn how to create a mobile application for the Android platform. The topics covered will include: use of the mobile application development environment, specification of the requirements for a mobile application, design and implementation of the end-user interface, managing data in a mobile application environment, interfacing with data and programs residing on remote servers, creation of object-oriented programs to implement the mobile application, use of libraries and third-party software resources, deployment of a mobile application so that it is available to the public, and documentation, including creation of end-user instructions, and design/program documentation.Students will work individually, and will develop a mobile application that has been approved by the instructor of the course. (Prerequisites: COMP-3150, COMP-3220.) (3 lecture hours a week.)",3
2553, Agile Software Development,4220,COMP,"This project-oriented course is designed to give students experience in developing projects using Agile software development process. The course will discuss principles of Agile methods for software development, with a concentration on the eXtreme Programming methodology, and will teach concepts related to its practices. Topics will include software and user interface design, build and development tools, data persistence, and proper software testing. Projects will involve the creation of industry-oriented software (e.g. in Java), and will expose participants to tools commonly used in industry. (Prerequisite: COMP-3220.)(3 lecture hours a week).",3
2554, Big Data Analytics and Database Design,4250,COMP,"This course introduces topics in data mining and data analytics with emphasis on Big Data. Students will gain knowledge on the practical design principles as well as theoretical foundations of Big Data processing systems. Topics covered will include: data storage design and processing of big data systems such as NOSQL databases, MapReduce and Hadoop; introduction to data mining concepts such as frequent itemset and association rule mining, finding similar items, clustering, classification, link analysis, and mining data streams. (Prerequisite: COMP-3150) (3 lecture hours a week, plus unsupervised study and work on individual/group assignments or projects.)",3
2555, Principles of Programming Languages,4400,COMP,"Basic concepts of programming languages. Comparative study of the major programming paradigms, including imperative, object-oriented, functional, logic, and concurrent programming. Principles of programming language design and evaluation. Syntax, semantics and implementation techniques of programming languages. (Prerequisite: COMP-2140, COMP-2310 and COMP-2540.) (Restricted to Computer Science students) (3 lecture hours a week)",3
2556, Multimedia System Development,4500,COMP,"The aim of this course is to discuss and learn technologies for the development of multimedia application, modeling and development of standalone and/or, networked multimedia systems, and computer generated 3D animation. (Prerequisite: COMP-3500 or consent of instructor.) (3 lecture hours a week)",3
2557, Design and Analysis of Computer Algorithms,4540,COMP,(3 lecture hours a week),3
2558, Network Security,4670,COMP,"This course will introduce students to advanced topics in network security. Topics will include encryption and authentication techniques, detection and analysis of intrusions, and the security of electronic mail and web access. (Restricted to Computer Science students) (Prerequisites: COMP-3670.) (3 lecture hours a week)",3
2559, Advanced Networking,4680,COMP,The course will introduce students to advanced topics in networking. (Restricted to Computer Science Students) (Prerequisites: COMP-3670 and COMP-3680.),3
2560, Project Using Selected Tools,4700,COMP,"Students will complete a project using an advanced computing tool, such as a database package, simulation software, speech-recognition hardware module, etc. Students are required to submit a report describing the project and demonstrating mastery of the tool. Tools and the project are chosen by the student with the approval of the instructor. (Restricted to Computer Science Students ) (Prerequisite: COMP-3150, COMP-3220, and COMP-3300.) (3 lecture hours or equivalent a week)",3
2561, Advanced Topics in Artificial Intelligence I,4730,COMP,The course will introduce students to advanced topics in Artificial Intelligence. (Restricted to Honours Computer Science students) (Prerequisite: COMP-3710.) (3 lecture hours a week),3
2562, Advanced Topics in Artificial Intelligence II,4740,COMP,The course will introduce students to advanced topics in Artificial Intelligence. (Restricted to Honours Computer Science students.) (Prerequisite: COMP-3710.) (3 lecture hours a week),3
2563, Selected Topics,4750,COMP,"In many cases the topics will coincide with a graduate course offering in a given year, and students will be required to complete the lecture component of that graduate course. Topics may include: advanced database management, graphics, artificial intelligence, information retrieval, theory of computation, functional programming, knowledge base systems, and foundations of programming languages. (Restricted to Semester 7 and Semester 8 students in Computer Science with permission of the instructor.) (May be repeated for credit if content changes.) (3 lecture hours or equivalent a week)",3
2564, Selected Topics,4760,COMP,"In many cases the topics will coincide with a graduate course offering in a given year, and students will be required to complete the lecture component of that graduate course. Topics may include: advanced database management, graphics, artificial intelligence, information retrieval, theory of computation, functional programming, knowledge base systems, and foundations of programming languages. (Restricted to Semester 7 and Semester 8 students in Computer Science with permission of the instructor.) (May be repeated for credit if content changes.) (3 lecture hours or equivalent a week)",3
2565, Artificial Intelligence for Games,4770,COMP,(3 lecture hours a week),3
2566, Selected Topics in Software Engineering,4800,COMP,"This course intends to connect emerging technologies with the student's theoretical background in Computer Science related to Software Engineering concepts and techniques. Selected application domains include protocol security, web systems and distributed object systems and the theories involved include graph theory, set theory, automata and compiler theory. (Prerequisite: COMP-3110, COMP-3220 and COMP-3300.) (Restricted to Computer Science Students). (3 lecture hours a week)",3
2567, Research Project,4960,COMP,"This course consists of two components: a) development of research skills, and b) development of technical writing and project presentation skills. This course requires students to complete a research project in some area of Computer Science under the supervision of a faculty member. The course will typically involve the development of some software or the design and/or implementation of some algorithm. Each student will be required to submit a project report and give one or more seminars on the research project. (a 6 credit course restricted to Semester 7 or Semester 8 students in BCS (Honours) or B.Sc. (Honours Computer Science with Software Engineering Specialization) with a major average of 8.0 or better). (Anti-requisite COMP-4990.) (3 lecture hours or equivalent a week, for two terms",3
2568, Co-op Work Term III,4970,COMP,Supervised experience in an approved career-related setting with a focus on the application of theory and the development of transferable skills. The co-op work experience is designed to provide students with an enriched learning opportunity to integrate academic theory and concepts in an applied setting. (Prerequisite: Student must be enrolled in a co-operative education program. Offered on a Pass/non-Pass basis. Supervised practicum requires the successful completion of a minimum of 420 hours. Students who do not pass the course cannot continue in the co-op program.),3
2569, Co-op Work Term IV,4980,COMP,Supervised experience in an approved career-related setting with a focus on the application of theory and the development of transferable skills. The co-op work experience is designed to provide students with an enriched learning opportunity to integrate academic theory and concepts in an applied setting. (Prerequisite: Student must be enrolled in a co-operative education program. Offered on a Pass/non-Pass basis. Supervised practicum requires the successful completion of a minimum of 420 hours. Students who do not pass the course cannot continue in the co-op program.),3
2570, Mathematical Foundations,1020,MATH,"This course will cover mathematical logic, proof methods and development of proof techniques, mathematical induction, sets, equivalence relations, partial ordering relations and functions. (Prerequisite: One of COMP-1000, MATH-1250, MATH-1260 or MATH-1270.) (2 lecture hours, 2 tutorial hours per week.)",3
2571, Linear Algebra I,1250,MATH,"This course will cover linear systems, matrix algebra, determinants, n-dimensional vectors, dot product, cross product, orthogonalization, eigenvalues, eigenvectors, diagonalization and vector spaces. (Prerequisites: Both Ontario Grade 12 Advanced Functions (MHF4U) and Calculus and Vectors (MCV4U) or MATH-1280.) (Antirequisites: MATH-1260, MATH-1270.) (3 lecture hours, 2 tutorial hours per week.)",3
2572, Vectors and Linear Algebra,1260,MATH,"This course is for students without Ontario Grade 12 Calculus and Vectors (MCV4U). The course MATH-1250 is for students with MCV4U. This course will cover vectors, three-dimensional geometry, linear systems, matrix algebra, determinants, n- dimensional vectors, dot product, cross product, orthogonalization, eigenvalues, eigenvectors, diagonalization and vector spaces. (Prerequisite: Ontario Grade 12 Advanced Functions (MHF4U).) (Antirequisites: MATH-1250, MATH-1270.) (4 lecture hours, 2 tutorial hours per week.)",3
2573, Linear Algebra (Engineering),1270,MATH,"This course will cover linear systems, linear transformations, matrix algebra, determinants, vectors in Rn, dot product, orthogonalization, diagonalization, eigenvectors and eigenvalues, in the context of and with an emphasis on a broad range of applications in Science and Engineering. (Prerequisite: MATH-1280 or both Ontario Grade 12 Advanced Functions (MHF4U) and Calculus and Vectors (MCV4U)) (Antirequisite: MATH-1250, or MATH-1260.) (3 lectures hours, 1 tutorial hour per week.)",3
2574, Access to Linear Algebra,1280,MATH,"This course will cover matrix algebra, linear systems, vectors, lines and planes in three- dimensional space, equations and inequalities in one variable and linear relations. This course serves as the prerequisite for MATH-1250 and MATH-1270. Majors in Science and majors in Engineering will not be given credit for this course. (3 lecture hours, 1 tutorial hour per week.)",3
2575,"	Differential Calculus",1720,MATH,"This course will cover trigonometric functions and identities, inverse trigonometric functions, limits and continuity, derivatives and applications, mean value theorem, indeterminate forms and l’Hôpital’s rule, antiderivatives and an introduction to definite integrals. This course is for students who have taken both Ontario Grade 12 Advanced Functions (MHF4U) and Ontario Grade 12 Calculus and Vectors (MCV4U). Students who do not have credit for MCV4U should take MATH-1760. (Prerequisites: Ontario Grade 12 Advanced Functions (MHF4U) and Ontario Grade 12 Calculus and Vectors (MCV4U) or MATH-1780.) (Antirequisite: MATH-1760.) (3 lecture hours, 2 tutorial hours per week.)",3
2576, Integral Calculus,1730,MATH,"This course will cover antiderivatives, the definite integral and the fundamental theorem of calculus, techniques of integration, applications, improper integrals, sequences and series, convergence tests, power series, Taylor and Maclaurin series, and polar and parametric coordinates. (Prerequisite: MATH-1760 or MATH-1720.) (3 lecture hours, 1 tutorial hour per week.)",3
2577, Functions and Differential Calculus,1760,MATH,"This course will cover a review of functions, trigonometric functions and identities, transcendental functions, inverse trigonometric functions, introduction to limits, continuity, derivatives and applications, mean value theorem, indeterminate forms and l’Hôpital’s rule, antiderivatives and an introduction to definite integrals. This course is for students who have taken Ontario Grade 12 Advanced Functions (MHF4U), but have not taken Ontario Grade 12 Calculus and Vectors (MCV4U). Students who have credit for MCV4U should take MATH-1720. The course is equivalent to MATH-1720 for all prerequisite purposes. (Prerequisite: Ontario Grade 12Advanced Functions (MHF4U).) (Antirequisite: MATH-1720.) (4 lecture hours, 2 tutorial hours per week.)",3
2578, Access to Differential Calculus,1780,MATH,"The course will cover straight lines, relations and functions, trigonometric functions, limits, derivatives, curve sketching, equations and inequalities, transformations, symmetry, exponential and logarithmic functions. This course serves as the prerequisite for MATH-1720 and MATH-1760. Majors in Science, majors in Engineering and students with at least 70% in Ontario Grade 12 Advanced Functions (MHF4U) will not be given credit for this course. (Antirequisites: MATH-1300, MATH-1760, or MATH-1720) (3 lecture hours, 1 tutorial hour per week.)",3
2579, Mathematics for Business,1980,MATH,"An introduction to concepts and techniques of mathematics useful in business situations. Topics include mathematical modeling of qualitative scenarios, linear simultaneous equations, inequalities, exponential and logarithmic functions, graphical linear programming, and probability.This course is intended for students in Business Administration. May not be taken for credit in any program within the Faculty of Science or the Faculty of Engineering. (Prerequisite: Any grade 12 “U” math course, or MATH-1780.) (3 lecture hours, 1 tutorial hour per week.)",3
2580, Linear Algebra II,2250,MATH,"This course is a rigorous and proof-based study of linear systems, vector spaces, linear transformations, projections, pseudo-inverses, determinants, inner product spaces and applications. (Prerequisites: MATH-1020 and one of MATH-1250, MATH-1260 or MATH-1270.) (3 lecture hours, 1 tutorial hour per week.)",3
2581, Linear Algebra III,2251,MATH,"eigenvalues and eigenvectors, diagonalization, similarity problem, canonical form for real and complex matrices, positive definite matrices, computational methods for approximating solutions to systems of linear equations and eigenvalues. (Prerequisite: MATH-2250.) (3 lecture hours, 1 tutorial hour per week.)",3
2582, Vector Calculus,2780,MATH,"This course will cover quadric surfaces, vector differential calculus, functions of several variables, maximum and minimum problems, multiple integrals, vector differential operators, line and surface integrals, Green’s theorem, Stokes’ theorem and Gauss’ theorem. (Prerequisites: MATH-1730, and one of MATH-1250, MATH-1260 or MATH-1270.) (3 lecture hours, 1 tutorial hour per week.)",3
2583, Differential Equations,2790,MATH,"This course will cover first-order ordinary differential equations (ODEs), higher-order ODEs with constant coefficients, Cauchy-Euler equations, systems of linear ODEs, Laplace transforms, and applications to science and engineering. (Prerequisites: MATH-1730, and one of MATH-1250, MATH-1260 or MATH-1270.) (3 lecture hours, 1 tutorial hour per week.)",3
2584, Introduction to Graph Theory,3150,MATH,"This course will cover paths and cycles, bipartite graphs, graph isomorphisms, connectivity, Eulerian graphs, Hamiltonian graphs, trees, properties of trees, planarity, Euler’s formula, dual graphs, coloring graphs, Brooks’ theorem, coloring maps, chromatic polynomials, digraphs, matchings, Menger’s theorem, Hall’s theorem, and Tutte’s theorem. (Prerequisites: MATH-2250 or COMP-2310.) (3 lecture hours per week.)",3
2585, Combinatorics,3160,MATH,"particular, the pigeonhole principle, permutations and combinations, binomial coefficients, the inclusion-exclusion principle, recurrence relations and generating functions, special counting sequences, Polya counting. (Prerequisites: MATH-1730 and MATH-1020.) (3 lecture hours per week.)",3
2586, Abstract Algebra,3200,MATH,"This course will cover an introduction to groups, rings and fields. (Prerequisite: MATH-2250 or MATH-3270.) (3 lecture hours per week.)",3
2587, Number Theory,3270,MATH,"This course will cover divisibility, primes, fundamental theorem of arithmetic, greatest common divisor, Euclidean algorithm, least common multiple, linear Diophantine equations, congruency, residue classes, Chinese remainder theorem, number theoretic functions, theorems of Euler, Fermat, Wilson, theory of primes, and quadratic residues. (Prerequisites: one of MATH-1250, MATH-1260 or MATH-1270, and MATH-1020.) (3 lecture hours per week.)",3
2588, Introduction to Fourier Series and Special Functions,3550,MATH,"This course will cover Fourier series, Sturm- Liouville problems, heat and wave equations, Laplace equation, weighted L2 -spaces and orthogonal bases, Gamma function, Bessel functions, Legendre polynomials and hypergeometric functions. (Prerequisite: MATH-2780 and MATH-2790.) (3 lecture hours per week.)",3
2589, Introduction to Analysis I,3580,MATH,"This course is a rigorous and proof-based study of supremum and infimum, the real number system, countable and uncountable sets, metric spaces, compact sets, connected sets, Cauchy sequences, completeness, limits and continuity, maximum and minimum on compact sets, intermediate value theorem, differentiation and the mean value theorem. (Prerequisites: MATH-1730, MATH-1020 and one of MATH-1250, MATH-1260 or MATH-1270.) (3 lecture hours, 1 tutorial hour per week.)",3
2590, Introduction to Analysis II,3581,MATH,"This course is a rigorous and proof-based study of Riemann-Stieltjes integral, sequences and series of functions, uniform and absolute convergence, equicontinuity, Arzela-Ascoli theorem, Stone- Weierstrass theorem, power series, and functions of several variables. (Prerequisite: MATH-3580.) (3 lecture hours, 1 tutorial hour per week.)",3
2591, Complex Variables,3590,MATH,"This course will cover complex numbers, analytic functions, exponential and logarithm functions, contour integration, Cauchy’s integral formula, series, Taylor and Laurent expansions, residue theory, applications to real integrals. (Prerequisite: MATH-2780; Corequisite: MATH-2790.) (3 lecture hours, 1 tutorial hour per week.)",3
2592, Numerical Methods,3800,MATH,"This course will cover iterative solution methods for nonlinear equations in one variable, Lagrange interpolation, cubic splines, Bezier curves, numerical differentiation and integration (quadrature), initial value problems, linear algebraic systems (direct methods) and Newton’s method for nonlinear systems. (Prerequisites: MATH-2780, MATH-2790, and one of MATH-1250, MATH-1260 or MATH-1270.) (3 lecture hours per week.)",3
2593, Numerical Analysis for Computer Scientists,3940,MATH,"This course is an introduction to the applications of numerical methods using computer-oriented algorithms such as finding roots, solving systems of equations, differentiation, integration and optimization. (Restricted to students in Computer Science.) (Prerequisites: COMP-1410, MATH-1730 and one of MATH-1250, MATH-1260 or MATH-1270.) (3 lecture hours per week)",3
2594, Linear Programming,3960,MATH,"This course will cover the graphical solution of two variable linear programs, the tableau simplex algorithm, the revised simplex algorithm, linear programming theory, sensitivity analysis, the transportation problem, the assignment problem and integer programming. (Prerequisite: MATH-2250 or consent of instructor.) (Antirequisite: INDE-3120.) (3 lecture hours per week.)",3
2595, Theory of Interest,3980,MATH,"This course will cover measurement of interest, elementary and general annuities, amortization schedules and sinking funds, bonds, depreciation, depletion and capitalized cost. (Prerequisite: MATH-1730 or consent of instructor.) (3 lecture hours per week.)",3
2596, Topics in Mathematics,4000,MATH,This course will cover advanced topics not covered in other courses. (May be repeated for credit when the topic is different.) (Prerequisite: consent of instructor.) (3 lecture hours per week.),3
2597, Introduction to Group Theory,4220,MATH,"This course will cover abstract groups, subgroups,quotient groups, products, isomorphism theorems, group actions, orbits, class equation, Sylow theorems, finitely generated abelian groups. (Prerequisites: MATH-2251 and MATH-3200.) (3 lecture hours per week.)",3
2598, Introduction to Field Theory,4230,MATH,"This course will cover polynomial rings, splitting fields, the fundamental theorem of Galois theory, Galois' criterion for solvability by radicals, algebraically closed fields and finite fields. (Prerequisites: MATH-2251 and MATH-3200.) (3 lecture hours per week.) (Cross-listed with MATH-8220)",3
2599, Functional Analysis,4570,MATH,"This course will cover normed and Banach spaces, bounded linear operators, dual spaces, Hahn- Banach theorem, uniform boundedness principle, open mapping theorem, Hilbert spaces, operators on Hilbert spaces, and weak and weak* topologies. (Prerequisite: MATH-4580.) (3 lecture hours per week.)",3
2600, Measure Theory and Integration,4580,MATH,"This course will cover measures, Lebesgue measure, Lebesgue integral, monotone and dominated convergence theorems, Fubini’s theorem, Lp-spaces, modes of convergence and Radon-Nikodym theorem. (Prerequisite: MATH-3581.) (3 lecture hours per week.)",3
2601, Real Analysis II,4581,MATH,"This course will cover metric spaces, topological spaces, Stone-Weierstrass theorem, Ascoli’s theorem and classical Banach spaces. (Prerequisite: MATH-4580.) (3 lecture hours per week.)",3
2602, Portfolio Optimization,4960,MATH,"This is a first course on Markowitz mean-variance portfolio optimization. The course will cover quadratic programming, parametric quadratic programming, the efficient frontier, the capital asset pricing model, Sharpe ratios and implied risk-free returns, portfolio optimization with constraints, and quadratic programming solution algorithms; also covered are professional writing and presentation skills and the use of optimization software. (Prerequisite: MATH-2251.) (3 lecture hours per week.) (Cross-listed with MATH-8820.)",3
2603, Actuarial Mathematics I,4980,MATH,"This course will cover life contingencies, survival distributions and life tables, life insurance, life annuities, net premiums and net premium reserves. (Prerequisites: MATH-2780, MATH-2790, MATH-3980, and STAT-2950, or consent of instructor.) (3 lecture hours per week.)",3
2604, Actuarial Mathematics II,4981,MATH,"This course will cover advanced life contingencies, risk theory, survival models, and construction and graduation of mortality tables. (Prerequisite: MATH-4980 or consent of instructor.) (3 lecture hours per week.)",3
2605, Statistics for the Sciences,2910,STAT,"This course will cover descriptive statistics,probability, discrete and continuous distributions, point and interval estimation, hypothesis testing, goodness-of-fit and contingency tables. (Prerequisite: Grade 12 “U” Advanced Level Mathematics (MHF4U, MCV4U, MDM4U) or Grade 11 Functions and Applications (MCF3M) or Grade 11 Functions (MCR3U).) (Course equivalencies and antirequisities as stated in the University of Windsor Senate Policy on Introductory Statisics Courses.) (May not be taken for credit after taking STAT-2920 or STAT-2950.) (3 lecture hours, 1 tutorial hour per week.)",3
2606, Introduction to Probability,2920,STAT,"This course will cover descriptive measures, combinatorics, probability, random variables, special discrete and continuous distributions, sampling distribution, and point and interval estimation. (Prerequisite: MATH-1730.) (3 lecture hours, 1 tutorial hour per week.)",3
2607, Introduction to Statistics,2950,STAT,"This course will cover distributions, point and interval estimation, hypothesis testing, contingency tables, analysis of variance, bivariate distributions, regression, correlation and non-parametric methods. (Prerequisite: STAT-2920.) (3 lecture hours, 1 tutorial hour per week.)",3
2608, Probability,3920,STAT,"The course will cover the axioms of the theory of probability, discrete and continuous distributions including binomial, Poisson, exponential, normal chi-square, gamma, t, and F distributions, multivariate distributions, conditional distributions, independence, expectation, moment generating functions, characteristic functions, transformation of random variables, order statistics, law of large numbers and central limit theorem. (Prerequisite: STAT-2950.) (3 lecture hours per week.)",3
2609, Statistics,3950,STAT,"This course will cover point and interval estimations, properties of estimators, methods of estimation, least squares estimation and linear models, Bayesian estimation, Rao-Blackwell theorem, tests of hypotheses, Neyman-Pearson Lemma and analysis of variance. (Prerequisite: STAT-3920.) (3 lecture hours per week.)",3
2610, Stochastic Operations Research,3960,STAT,"This course will cover deterministic dynamic programming, stochastic dynamic programming, queuing theory, Brownian motion, decision analysis and simulation. Optional topics are inventory theory and Markov processes. (Prerequisites: STAT-2920, MATH-1250 or MATH-1260, MATH-1730.) (Antirequisite: INDE-4120.) (3 lecture hours per week.)",3
2611, Topics in Statistics,4000,STAT,This course will cover advanced topics in probability or statistics not covered in other courses. (Prerequisite: consent of instructor.) (3 lecture hours per week.) (May be repeated for credit when the topic is different.),3
2612, Experimental Designs,4980,STAT,"This course will cover ANOVA models without and with interactions, randomized block, Latin square, factorial, confounded factorial, balanced incomplete block, other designs and response surface methodology. (Prerequisite: STAT-2950 or STAT-3920.) (3 lecture hours per week.)",3
